LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
FRA,France,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,73.0,,
DEU,Germany,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,86.0,,
GRC,Greece,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,68.0,,
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
ISL,Iceland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,71.0,,
IRL,Ireland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,75.0,,
ITA,Italy,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,57.0,,
JPN,Japan,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,94.0,E,Estimated value
KOR,Korea,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,78.0,,
MEX,Mexico,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,37.0,,
NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,73.0,,
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,74.0,,
NOR,Norway,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
POL,Poland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,90.0,,
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,38.0,,
SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,92.0,,
ESP,Spain,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,55.0,,
SWE,Sweden,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,88.0,,
CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,86.0,,
TUR,Turkey,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,34.0,,
GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,78.0,,
USA,United States,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,89.0,,
BRA,Brazil,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,45.0,,
CHL,Chile,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,57.0,,
EST,Estonia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,90.0,,
ISR,Israel,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,85.0,,
RUS,Russia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,94.0,,
SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,85.0,,
OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,75.0,,
AUS,Australia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,78.0,,
AUT,Austria,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
BEL,Belgium,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,71.0,,
CAN,Canada,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,95.0,,
DNK,Denmark,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,78.0,,
FIN,Finland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,82.0,,
FRA,France,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,73.0,,
DEU,Germany,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,89.0,,
GRC,Greece,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,69.0,,
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,85.0,,
ISL,Iceland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,73.0,,
IRL,Ireland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,72.0,,
ITA,Italy,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,56.0,,
JPN,Japan,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,94.0,E,Estimated value
KOR,Korea,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,87.0,,
LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,80.0,,
MEX,Mexico,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,39.0,,
NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,75.0,,
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,75.0,,
NOR,Norway,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,82.0,,
POL,Poland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,90.0,,
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,34.0,,
SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,93.0,,
ESP,Spain,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,53.0,,
SWE,Sweden,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,86.0,,
CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,89.0,,
TUR,Turkey,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,38.0,,
GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,80.0,,
USA,United States,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
BRA,Brazil,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,42.0,,
CHL,Chile,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,58.0,,
EST,Estonia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,87.0,,
ISR,Israel,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,84.0,,
RUS,Russia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,94.0,,
SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,86.0,,
OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,76.0,,
AUS,Australia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,75.0,,
AUT,Austria,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
BEL,Belgium,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,73.0,,
CAN,Canada,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
DNK,Denmark,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
FIN,Finland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,87.0,,
FRA,France,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,72.0,,
DEU,Germany,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,84.0,,
GRC,Greece,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,68.0,,
HUN,Hungary,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,80.0,,
ISL,Iceland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,69.0,,
IRL,Ireland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,77.0,,
ITA,Italy,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,59.0,,
JPN,Japan,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,93.0,E,Estimated value
KOR,Korea,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,76.0,,
MEX,Mexico,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,36.0,,
NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,72.0,,
NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,74.0,,
NOR,Norway,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,82.0,,
POL,Poland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
PRT,Portugal,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,41.0,,
SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
ESP,Spain,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,56.0,,
SWE,Sweden,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,89.0,,
CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,84.0,,
TUR,Turkey,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,29.0,,
GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,76.0,,
USA,United States,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
BRA,Brazil,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,47.0,,
CHL,Chile,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,57.0,,
EST,Estonia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,92.0,,
ISR,Israel,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,85.0,,
RUS,Russia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,95.0,,
SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,84.0,,
OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,75.0,,
AUS,Australia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,512.0,,
AUT,Austria,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,500.0,,
BEL,Belgium,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,509.0,,
CAN,Canada,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,522.0,,
CZE,Czech Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,500.0,,
DNK,Denmark,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,498.0,,
FIN,Finland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,529.0,,
FRA,France,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,500.0,,
DEU,Germany,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,515.0,,
GRC,Greece,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,466.0,,
HUN,Hungary,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,487.0,,
ISL,Iceland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,484.0,,
IRL,Ireland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,516.0,,
ITA,Italy,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,490.0,,
JPN,Japan,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,540.0,,
KOR,Korea,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,542.0,,
LUX,Luxembourg,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,490.0,,
MEX,Mexico,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,417.0,,
NLD,Netherlands,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,519.0,,
NZL,New Zealand,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,509.0,,
NOR,Norway,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,496.0,,
POL,Poland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,521.0,,
PRT,Portugal,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,488.0,,
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,472.0,,
ESP,Spain,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,490.0,,
SWE,Sweden,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,482.0,,
CHE,Switzerland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,518.0,,
TUR,Turkey,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,462.0,,
GBR,United Kingdom,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,502.0,,
USA,United States,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,492.0,,
BRA,Brazil,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,402.0,,
CHL,Chile,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,436.0,,
EST,Estonia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,526.0,,
ISR,Israel,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,474.0,,
RUS,Russia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,481.0,,
SVN,Slovenia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,499.0,,
OECD,OECD - Total,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,497.0,,
AUS,Australia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,510.0,,
AUT,Austria,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,499.0,,
BEL,Belgium,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,507.0,,
CAN,Canada,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,519.0,,
CZE,Czech Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,496.0,,
DNK,Denmark,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,497.0,,
FIN,Finland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,516.0,,
FRA,France,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,493.0,,
DEU,Germany,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,510.0,,
GRC,Greece,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,456.0,,
HUN,Hungary,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,482.0,,
ISL,Iceland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,475.0,,
IRL,Ireland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,514.0,,
ITA,Italy,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,487.0,,
JPN,Japan,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,541.0,,
KOR,Korea,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,542.0,,
LUX,Luxembourg,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,491.0,,
MEX,Mexico,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,417.0,,
NLD,Netherlands,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,517.0,,
NZL,New Zealand,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,507.0,,
NOR,Norway,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,488.0,,
POL,Poland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,514.0,,
PRT,Portugal,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,483.0,,
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,468.0,,
ESP,Spain,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,489.0,,
SWE,Sweden,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,472.0,,
CHE,Switzerland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,516.0,,
TUR,Turkey,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,454.0,,
GBR,United Kingdom,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,503.0,,
USA,United States,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,488.0,,
BRA,Brazil,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,400.0,,
CHL,Chile,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,438.0,,
EST,Estonia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,519.0,,
ISR,Israel,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,469.0,,
RUS,Russia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,473.0,,
SVN,Slovenia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,489.0,,
OECD,OECD - Total,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,493.0,,
AUS,Australia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,515.0,,
AUT,Austria,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,501.0,,
BEL,Belgium,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,512.0,,
CAN,Canada,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,526.0,,
CZE,Czech Republic,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,505.0,,
DNK,Denmark,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,499.0,,
FIN,Finland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,543.0,,
FRA,France,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,506.0,,
DEU,Germany,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,520.0,,
GRC,Greece,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,475.0,,
HUN,Hungary,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,491.0,,
ISL,Iceland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,495.0,,
IRL,Ireland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,517.0,,
ITA,Italy,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,493.0,,
JPN,Japan,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,540.0,,
KOR,Korea,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,543.0,,
LUX,Luxembourg,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,488.0,,
MEX,Mexico,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,418.0,,
NLD,Netherlands,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,521.0,,
NZL,New Zealand,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,512.0,,
NOR,Norway,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,504.0,,
POL,Poland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,527.0,,
PRT,Portugal,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,493.0,,
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,476.0,,
ESP,Spain,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,490.0,,
SWE,Sweden,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,492.0,,
CHE,Switzerland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,521.0,,
TUR,Turkey,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,470.0,,
GBR,United Kingdom,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,502.0,,
USA,United States,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,497.0,,
BRA,Brazil,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,404.0,,
CHL,Chile,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,435.0,,
EST,Estonia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,533.0,,
ISR,Israel,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,480.0,,
RUS,Russia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,489.0,,
SVN,Slovenia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,509.0,,
OECD,OECD - Total,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,501.0,,
AUS,Australia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,559.0,,
AUT,Austria,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,552.0,,
BEL,Belgium,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,573.0,,
CAN,Canada,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,562.0,,
CZE,Czech Republic,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,553.0,,
DNK,Denmark,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,547.0,,
FIN,Finland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,567.0,,
FRA,France,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,570.0,,
DEU,Germany,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,572.0,,
GRC,Greece,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,518.0,,
HUN,Hungary,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,549.0,,
ISL,Iceland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,518.0,,
IRL,Ireland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,565.0,,
ITA,Italy,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,531.0,,
JPN,Japan,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,578.0,,
KOR,Korea,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,580.0,,
LUX,Luxembourg,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,550.0,,
MEX,Mexico,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,456.0,,
NLD,Netherlands,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,564.0,,
NZL,New Zealand,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,572.0,,
NOR,Norway,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,530.0,,
POL,Poland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,575.0,,
PRT,Portugal,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,550.0,,
SVK,Slovak Republic,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,542.0,,
ESP,Spain,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,539.0,,
SWE,Sweden,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,527.0,,
CHE,Switzerland,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,567.0,,
TUR,Turkey,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,515.0,,
GBR,United Kingdom,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,558.0,,
USA,United States,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,547.0,,
BRA,Brazil,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,449.0,,
CHL,Chile,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,495.0,,
EST,Estonia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,566.0,,
ISR,Israel,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,530.0,,
RUS,Russia,ES_STCS,Student skills,L,Value,HGH,High,AVSCORE,Average score,0,units,,,524.0,,
